source;site_id;site_name;inverter_id;inverter_name;inverter_no;mppt_no;string_no;module_qty;orient_code;is_active;commission_date;decommission_date;notes
iSolarCloud;1637095;Charoen Pokphand Bandung;;;9;8;15;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;9;8;16;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;9;9;17;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;9;9;18;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;9;10;19;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;9;10;20;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;9;11;21;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;9;11;22;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;9;12;23;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;9;12;24;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;1;1;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;1;2;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;2;3;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;2;4;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;3;5;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;3;6;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;4;7;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;4;8;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;5;9;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;5;10;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;6;11;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;6;12;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;7;13;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;7;14;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;8;15;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;8;16;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;9;17;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;9;18;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;10;19;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;10;20;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;11;21;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;11;22;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;12;23;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637095;Charoen Pokphand Bandung;;;10;12;24;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;1;1;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;1;2;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;2;3;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;2;4;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;3;5;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;3;6;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;4;7;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;4;8;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;5;9;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;5;10;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;6;11;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;6;12;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;7;13;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;7;14;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;8;15;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;8;16;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;9;17;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;9;18;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;10;19;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;10;20;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;11;21;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;11;22;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;12;23;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;1;12;24;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;1;1;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;1;2;;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;2;3;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;2;4;;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;3;5;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;3;6;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;4;7;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;4;8;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;5;9;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;5;10;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;6;11;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;6;12;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;7;13;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;7;14;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;8;15;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;8;16;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;9;17;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;9;18;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;10;19;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;10;20;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;11;21;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;11;22;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;12;23;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;2;12;24;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;1;1;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;1;2;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;2;3;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;2;4;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;3;5;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;3;6;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;4;7;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;4;8;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;5;9;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;5;10;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;6;11;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;6;12;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;7;13;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;7;14;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;8;15;18.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;8;16;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;9;17;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;9;18;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;10;19;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;10;20;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;11;21;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;11;22;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;12;23;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;3;12;24;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;1;1;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;1;2;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;2;3;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;2;4;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;3;5;14.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;3;6;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;4;7;15.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;4;8;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;5;9;15.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;5;10;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;6;11;14.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;6;12;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;7;13;14.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;7;14;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;8;15;14.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;8;16;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;9;17;16.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;9;18;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;10;19;14.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;10;20;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;11;21;15.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;11;22;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;12;23;15.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;4;12;24;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;1;1;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;1;2;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;2;3;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;2;4;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;3;5;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;3;6;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;4;7;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;4;8;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;5;9;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;5;10;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;6;11;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;6;12;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;7;13;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;7;14;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;8;15;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;8;16;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;9;17;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;9;18;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;10;19;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;10;20;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;11;21;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;11;22;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;12;23;;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;5;12;24;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;1;1;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;1;2;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;2;3;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;2;4;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;3;5;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;3;6;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;4;7;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;4;8;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;5;9;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;5;10;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;6;11;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;6;12;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;7;13;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;7;14;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;8;15;20.0;2.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;8;16;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;9;17;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;9;18;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;10;19;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;10;20;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;11;21;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;11;22;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;12;23;;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;6;12;24;;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;7;1;1;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;7;1;2;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;7;2;3;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;7;2;4;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;7;3;5;20.0;1.0;True;;;from JOIN String (Google Sheet Data Static MMSR)
iSolarCloud;1637816;Charoen Pokphand Madiun;;;7;3;6;;;True;;;from JOIN String (Google Sheet Data Static MMSR)
